Date,Ocean,Region,Location,Depth (m),Temperature (ºC),Salinity (PSU),Phosphate (mg/L),Silicate (mg/L),Nitrate (mg/L),pH,Chlorophyll (µg/L),Alkalinity (mg/L),Dissolved Organic Carbon (µmol/kg),Iron (mg/L),Latitude,Longitude
2008-09-19,Pacific,Hawaiian Archipelago,Maro Reef,7.62,28.1484,35.5225,NA,NA,NA,7.942731016,NA,229.29367875,1968.9,NA,25.41732,-170.59034
2019-07-11,Pacific,Hawaiian Archipelago,Hawai'i (Big Island),1,28.14908223,34.28084223,NA,NA,NA,8.008023708,NA,232.607408425,1970.2,NA,19.3974,-155.66616
2016-09-01,Pacific,Hawaiian Archipelago,French Frigate Shoals,6.4,28.1506,35.1102,NA,NA,NA,8.020233429,NA,236.21865562500003,1988.4,NA,23.75046,-166.14594
2011-04-08,Pacific,Guam and Marianas Islands,Saipan,13.4,28.1508,34.796,NA,NA,NA,8.078343996,NA,234.125773725,1936.2,NA,15.18333,145.75
2018-07-12,Pacific,American Samoa,Ta'u,1,28.15104228,35.22824664,NA,NA,NA,8.074986834,NA,238.46542589999999,1972.8,NA,-14.23318,-169.46381
2010-04-11,Pacific,Pacific Remote Islands Area,Palmyra Atoll,13.4,28.1514,34.79287977,NA,NA,NA,8.002444757,NA,230.81204405000003,1953.6,NA,5.88248,-162.07633
2016-09-18,Pacific,Hawaiian Archipelago,Lisianski Island,16.2,28.1517,35.3545,NA,NA,NA,7.954034787,NA,226.13383745,1935.4,NA,26.06534,-173.96715
2008-09-19,Pacific,Hawaiian Archipelago,Maro Reef,16,28.1526,35.481,NA,NA,NA,7.928955596,NA,228.8217544,1972.3,NA,25.41732,-170.59034
2016-09-25,Pacific,Hawaiian Archipelago,French Frigate Shoals,6.1,28.1527,35.0459,NA,NA,NA,8.037326033,NA,235.397917625,1971.2,NA,23.75046,-166.14594
2008-09-19,Pacific,Hawaiian Archipelago,Maro Reef,0.3,28.1533,35.5216,NA,NA,NA,7.93976,NA,229.41678944999995,1971.7,NA,25.41732,-170.59034
2008-09-19,Pacific,Hawaiian Archipelago,Maro Reef,15.8,28.1536,35.5219,NA,NA,NA,7.933285352,NA,229.283419525,1973.8,NA,25.41732,-170.59034
2014-03-29,Pacific,Guam and Marianas Islands,Guam,1,28.1539,34.3421,NA,NA,NA,8.039080422,NA,233.31529494999998,1957.4,NA,13.4506,144.76817
2014-03-30,Pacific,Guam and Marianas Islands,Guam,1,28.1549,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.4506,144.76817
2019-07-12,Pacific,Hawaiian Archipelago,Hawai'i (Big Island),0.9,28.15551394,34.38475856,NA,NA,NA,7.997344023,NA,231.81744809999998,1968.6,NA,19.3974,-155.66616
2011-04-07,Pacific,Guam and Marianas Islands,Saipan,16.5,28.1579,34.784,NA,NA,NA,8.038632719,NA,233.243480375,1953.3,NA,15.18333,145.75
2011-04-08,Pacific,Guam and Marianas Islands,Saipan,0.9,28.1586,34.699,NA,NA,NA,8.064995836,NA,233.95136689999998,1944.1,NA,15.18333,145.75
2010-04-12,Pacific,Pacific Remote Islands Area,Palmyra Atoll,12.5,28.1599,34.92575823,NA,NA,NA,8.019562671,NA,234.741327225,1977,NA,5.88248,-162.07633
2013-09-08,Pacific,Hawaiian Archipelago,French Frigate Shoals,0.9,28.1606,35.4426,NA,NA,NA,8.02952612,NA,238.2940968425,1998.415525,NA,23.75046,-166.14594
2014-04-09,Pacific,Guam and Marianas Islands,Tinian,14.3,28.1607,34.5902,NA,NA,NA,8.040492168,NA,231.38656064999998,1937.4,NA,15.00491,145.63421
2010-04-08,Pacific,Pacific Remote Islands Area,Palmyra Atoll,11.6,28.161,34.9294776,NA,NA,NA,8.01123569,NA,233.982144575,1975.3,NA,5.88248,-162.07633
2010-04-17,Pacific,Pacific Remote Islands Area,Kingman Reef,0.9,28.1613,34.81909699,NA,NA,NA,8.03005277,NA,231.62252282499995,1944.3,NA,6.38401,-162.41667
2019-08-30,Pacific,Hawaiian Archipelago,Lisianski Island,1,28.1621923,35.47279827,NA,NA,NA,7.987444151,NA,238.02427922499993,2021.4,NA,26.06534,-173.96715
2014-04-06,Pacific,Guam and Marianas Islands,Rota,13.7,28.1622,34.6892,NA,NA,NA,8.045089389,NA,233.859033875,1955.5,NA,15.59086,152.94677
2019-08-28,Pacific,Hawaiian Archipelago,French Frigate Shoals,1,28.16312963,35.01937889,NA,NA,NA,8.017792744,NA,235.88010119999998,1987.6,NA,23.75046,-166.14594
2018-07-15,Pacific,American Samoa,Tutuila,15.07366667,28.16415556,35.08728889,NA,NA,NA,8.068715214,NA,236.32124787499998,1958.9,NA,-14.29665,-170.72425
2018-07-10,Pacific,American Samoa,Ofu and Olosega Islands,1,28.16434762,35.13522381,NA,NA,NA,8.058638438,NA,237.634428675,1976.7,NA,-14.17662,-169.63896
2014-04-13,Pacific,Guam and Marianas Islands,Saipan,14.3,28.1663,34.712,NA,NA,NA,8.048808068,NA,232.545853075,1941.4,NA,15.18333,145.75
2014-04-20,Pacific,Guam and Marianas Islands,Pagan,14,28.1665,34.8759,NA,NA,NA,8.041532149,NA,233.87955232499996,1956.3,NA,18.1223,145.76895
2019-08-28,Pacific,Hawaiian Archipelago,French Frigate Shoals,1,28.16822609,34.91979681,NA,NA,NA,8.021263706,NA,235.992952675,1987.2,NA,23.75046,-166.14594
2019-08-28,Pacific,Hawaiian Archipelago,French Frigate Shoals,1,28.16825739,35.07625071,NA,NA,NA,8.028608276,NA,236.63928385000003,1987.2,NA,23.75046,-166.14594
2013-09-13,Pacific,Hawaiian Archipelago,Lisianski Island,0.9,28.1691,35.5641,NA,NA,NA,8.019921415,NA,238.1853490575,2002.399144,NA,26.06534,-173.96715
2018-07-15,Pacific,American Samoa,Tutuila,14.66233333,28.1708,35.09927778,NA,NA,NA,8.007006434,NA,235.17221467500002,1986.9,NA,-14.29665,-170.72425
2016-09-26,Pacific,Hawaiian Archipelago,French Frigate Shoals,14.3,28.1712,35.0267,NA,NA,NA,8.039311604,NA,235.66465747499998,1972.1,NA,23.75046,-166.14594
2016-09-19,Pacific,Hawaiian Archipelago,Lisianski Island,0.9,28.1722,35.1399,NA,NA,NA,7.899663271,NA,221.855740625,1927.3,NA,26.06534,-173.96715
2008-09-19,Pacific,Hawaiian Archipelago,Maro Reef,1,28.1763,35.4769,NA,NA,NA,7.994349738,NA,232.86388905,1971.5,NA,25.41732,-170.59034
2008-09-19,Pacific,Hawaiian Archipelago,Maro Reef,13,28.1771,35.5044,NA,NA,NA,7.968523804,NA,230.59660032499997,1965.9,NA,25.41732,-170.59034
2018-07-04,Pacific,American Samoa,Tutuila,1,28.1789865,35.07650055,NA,NA,NA,8.060138249,NA,236.23917407499994,1963.9,NA,-14.29665,-170.72425
2019-08-31,Pacific,Hawaiian Archipelago,Lisianski Island,1,28.18042683,35.45410904,NA,NA,NA,8.005810676,NA,238.37309287499997,2013.4,NA,26.06534,-173.96715
2010-09-20,Pacific,Hawaiian Archipelago,Kure Atoll,0.9,28.1817,35.58661611,NA,NA,NA,8.021820999,NA,239.10149785,2008.9,NA,28.39663,-178.29891
2014-04-17,Pacific,Guam and Marianas Islands,Saipan,12.8,28.1823,34.7,NA,NA,NA,8.050442365,NA,233.5409979,1949.1,NA,15.18333,145.75
2015-08-17,Pacific,Hawaiian Archipelago,Lisianski Island,14.9,28.1862,35.6429,NA,NA,NA,7.953983062,NA,231.76615197499999,1983.5,NA,26.06534,-173.96715
2018-08-01,Pacific,Pacific Remote Islands Area,Jarvis Island,1,28.18665,35.320425,NA,NA,NA,7.969090014,NA,234.58743884999998,2002.5,NA,-0.37641,-159.99755
2018-07-11,Pacific,American Samoa,Ofu and Olosega Islands,1,28.19244958,35.22701727,NA,NA,NA,8.065900841,NA,236.90602369999993,1964.7,NA,-14.17662,-169.63896
2018-07-02,Pacific,American Samoa,Tutuila,1,28.19462424,34.76749267,NA,NA,NA,8.044930695,NA,233.859033875,1954.9,NA,-14.29665,-170.72425
2018-07-10,Pacific,American Samoa,Ofu and Olosega Islands,1,28.19515387,35.4071493,NA,NA,NA,8.070009987,NA,238.311537525,1972.8,NA,-14.17662,-169.63896
2018-07-07,Pacific,American Samoa,Ofu and Olosega Islands,1,28.19573333,35.15485714,NA,NA,NA,8.073667562,NA,237.1522451,1962.4,NA,-14.17662,-169.63896
2011-04-09,Pacific,Guam and Marianas Islands,Tinian,0.9,28.2003,34.818,NA,NA,NA,8.072826693,NA,234.20784752499998,1940,NA,15.00491,145.63421
2010-09-15,Pacific,Hawaiian Archipelago,Pearl and Hermes Atoll,0.9,28.202,35.77890382,NA,NA,NA,7.930142898,NA,232.3098909,2000.9,NA,27.83462,-175.83368
2008-09-19,Pacific,Hawaiian Archipelago,Maro Reef,6.6,28.2028,35.5079,NA,NA,NA,7.962631983,NA,230.42219349999996,1967.6,NA,25.41732,-170.59034
2018-07-11,Pacific,American Samoa,Ofu and Olosega Islands,1,28.2031119,35.26757143,NA,NA,NA,8.076054957,NA,236.45461780000002,1953.8,NA,-14.17662,-169.63896
2010-04-09,Pacific,Pacific Remote Islands Area,Palmyra Atoll,13.7,28.204,34.9333928,NA,NA,NA,8.009806263,NA,234.25914364999997,1978.1,NA,5.88248,-162.07633
2014-03-29,Pacific,Guam and Marianas Islands,Guam,1,28.2069,34.7265,NA,NA,NA,8.05720032,NA,233.99240380000003,1948.6,NA,13.4506,144.76817
2014-04-17,Pacific,Guam and Marianas Islands,Saipan,10.7,28.2081,34.6596,NA,NA,NA,8.06711296,NA,233.35633184999998,1937.2,NA,15.18333,145.75
2014-04-06,Pacific,Guam and Marianas Islands,Rota,14.6,28.2114,34.6498,NA,NA,NA,8.059131899,NA,233.47944255000002,1943.2,NA,15.59086,152.94677
2015-04-09,Pacific,Pacific Remote Islands Area,Jarvis Island,0.9,28.2116,35.3131,NA,NA,NA,7.977527141,NA,237.77805782499996,2025.8,NA,-0.37641,-159.99755
2016-05-19,Pacific,Pacific Remote Islands Area,Jarvis Island,0.9,28.2119,35.1555,NA,NA,NA,7.998462006,NA,237.91142775,2015.7,NA,-0.37641,-159.99755
2016-05-18,Pacific,Pacific Remote Islands Area,Jarvis Island,7.6,28.21303333,35.29496667,NA,NA,NA,7.922104387,NA,237.921686975,2058.6,NA,-0.37641,-159.99755
2018-07-07,Pacific,American Samoa,Ofu and Olosega Islands,1,28.2156,35.11795588,NA,NA,NA,8.072421231,NA,235.54154677499997,1949.3,NA,-14.17662,-169.63896
2018-07-08,Pacific,American Samoa,Ofu and Olosega Islands,1,28.2156,35.11795588,NA,NA,NA,8.073714313,NA,236.46487702500002,1956.5,NA,-14.17662,-169.63896
2014-04-17,Pacific,Guam and Marianas Islands,Saipan,0.9,28.22,34.4669,NA,NA,NA,8.058774337,NA,232.34066857499997,1935.2,NA,15.18333,145.75
2018-07-19,Pacific,American Samoa,Tutuila,1,28.22173229,35.2254706,NA,NA,NA,8.060830297,NA,237.17276354999998,1970,NA,-14.29665,-170.72425
2010-04-12,Pacific,Pacific Remote Islands Area,Palmyra Atoll,0.9,28.2226,34.95296983,NA,NA,NA,8.019879841,NA,235.22351079999999,1980.5,NA,5.88248,-162.07633
2015-02-08,Pacific,Pacific Remote Islands Area,Baker Island,15.2,28.2226,35.3936,NA,NA,NA,7.973721412,NA,238.33205597499997,2032,NA,0.19575,-176.47938
2010-04-17,Pacific,Pacific Remote Islands Area,Kingman Reef,0.9,28.2251,34.81987964,NA,NA,NA,8.034643861,NA,232.64844532499995,1949.9,NA,6.38401,-162.41667
2014-04-22,Pacific,Guam and Marianas Islands,Pagan,14.6,28.228,34.864,NA,NA,NA,8.065814343,NA,234.69003109999997,1947.7,NA,18.1223,145.76895
2018-07-31,Pacific,Pacific Remote Islands Area,Jarvis Island,1,28.22974,35.28172,NA,NA,NA,7.999120817,NA,236.9470606,2005.7,NA,-0.37641,-159.99755
2013-09-13,Pacific,Hawaiian Archipelago,Lisianski Island,0.9,28.2301,34.7204,NA,NA,NA,8.027087679,NA,237.958620185,2001.914625,NA,26.06534,-173.96715
2019-07-16,Pacific,Hawaiian Archipelago,Hawai'i (Big Island),1,28.23023354,34.38396288,NA,NA,NA,7.994228716,NA,231.88926267500003,1970.4,NA,19.3974,-155.66616
2018-06-14,Pacific,Pacific Remote Islands Area,Baker Island,14.07890253,28.23170975,35.33844765,NA,NA,NA,7.958564809,NA,237.78831705,2036.3,NA,0.19575,-176.47938
2016-05-19,Pacific,Pacific Remote Islands Area,Jarvis Island,0.9,28.2322,35.2429,NA,NA,NA,8.009083111,NA,238.947609475,2017.6,NA,-0.37641,-159.99755
2010-04-12,Pacific,Pacific Remote Islands Area,Palmyra Atoll,0.9,28.2344,34.94690077,NA,NA,NA,8.081626151,NA,233.18192502500003,1924.1,NA,5.88248,-162.07633
2019-08-31,Pacific,Hawaiian Archipelago,Lisianski Island,1,28.23564537,35.46806152,NA,NA,NA,7.966376695,NA,236.47513625000002,2019.4,NA,26.06534,-173.96715
2018-07-02,Pacific,American Samoa,Tutuila,1,28.23875303,34.83490606,NA,NA,NA,8.034124345,NA,233.243480375,1955.2,NA,-14.29665,-170.72425
2018-07-11,Pacific,American Samoa,Ofu and Olosega Islands,1,28.24114982,35.29870702,NA,NA,NA,8.071885062,NA,237.37794805000001,1963.9,NA,-14.17662,-169.63896
2018-07-08,Pacific,American Samoa,Ofu and Olosega Islands,1,28.24253065,35.11495548,NA,NA,NA,8.071331534,NA,236.84446834999997,1961.1,NA,-14.17662,-169.63896
2010-04-12,Pacific,Pacific Remote Islands Area,Palmyra Atoll,0.9,28.2428,34.9281073,NA,NA,NA,8.017158195,NA,234.87469715,1979.1,NA,5.88248,-162.07633
2018-07-09,Pacific,American Samoa,Ofu and Olosega Islands,1,28.24473663,35.16656733,NA,NA,NA,8.071962399,NA,237.2753558,1964,NA,-14.17662,-169.63896
2019-07-21,Pacific,Hawaiian Archipelago,Lana'i,1,28.24582317,34.63021824,NA,NA,NA,8.042490567,NA,232.02263259999998,1940.9,NA,20.79023,-156.86916
2010-04-12,Pacific,Pacific Remote Islands Area,Palmyra Atoll,13.4,28.2474,34.9281073,NA,NA,NA,8.026486552,NA,234.83366024999998,1972.9,NA,5.88248,-162.07633
2016-05-18,Pacific,Pacific Remote Islands Area,Jarvis Island,7.6,28.2484,35.29536667,NA,NA,NA,7.943198976,NA,237.942205425,2046.7,NA,-0.37641,-159.99755
2019-08-30,Pacific,Hawaiian Archipelago,Lisianski Island,1,28.24859924,35.42274061,NA,NA,NA,7.926653801,NA,233.2537396,2013.2,NA,26.06534,-173.96715
2016-05-17,Pacific,Pacific Remote Islands Area,Jarvis Island,7.6,28.2492,35.2432,NA,NA,NA,7.98629152,NA,237.03939362499997,2014.1,NA,-0.37641,-159.99755
2016-05-17,Pacific,Pacific Remote Islands Area,Jarvis Island,9.1,28.2492,35.2432,NA,NA,NA,7.995310757,NA,238.311537525,2020,NA,-0.37641,-159.99755
2018-07-13,Pacific,American Samoa,Ta'u,1,28.25178567,35.30676462,NA,NA,NA,8.092180603,NA,237.07017130000003,1947.8,NA,-14.23318,-169.46381
2014-04-21,Pacific,Guam and Marianas Islands,Pagan,14.9,28.2537,34.84,NA,NA,NA,8.06197612,NA,234.70029032499994,1950.2,NA,18.1223,145.76895
2019-07-20,Pacific,Hawaiian Archipelago,Lana'i,1,28.25874975,34.61460882,NA,NA,NA,8.049345405,NA,232.62792687500001,1942,NA,20.79023,-156.86916
2014-04-20,Pacific,Guam and Marianas Islands,Pagan,14.6,28.2595,34.8516,NA,NA,NA,8.041207898,NA,233.99240380000003,1956.8,NA,18.1223,145.76895
2019-07-17,Pacific,Hawaiian Archipelago,Hawai'i (Big Island),1,28.25995055,34.37870944,NA,NA,NA,8.014233798,NA,232.320150125,1962.3,NA,19.3974,-155.66616
2015-04-10,Pacific,Pacific Remote Islands Area,Jarvis Island,0.9,28.2609,35.2283,NA,NA,NA,8.011786293,NA,236.71109842500002,1996.1,NA,-0.37641,-159.99755
2014-04-11,Pacific,Guam and Marianas Islands,Saipan,0.9,28.2614,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.18333,145.75
2019-07-17,Pacific,Hawaiian Archipelago,Hawai'i (Big Island),1,28.2617929,34.36295112,NA,NA,NA,8.01925814,NA,232.02263259999998,1956.8,NA,19.3974,-155.66616
2019-08-30,Pacific,Hawaiian Archipelago,Lisianski Island,1,28.26191511,35.46980224,NA,NA,NA,7.973901175,NA,237.1522451,2020.8,NA,26.06534,-173.96715
2014-04-18,Pacific,Guam and Marianas Islands,Saipan,13.4,28.2637,34.5522,NA,NA,NA,8.062348524,NA,232.44326082499998,1932.5,NA,15.18333,145.75
2018-06-14,Pacific,Pacific Remote Islands Area,Baker Island,14.05297473,28.26674946,35.32521625,NA,NA,NA,7.976557633,NA,238.0550569,2028,NA,0.19575,-176.47938
2010-04-02,Pacific,Pacific Remote Islands Area,Jarvis Island,14.6,28.2668,35.44118303,NA,NA,NA,7.987187197,NA,238.5064628,2024.9,NA,-0.37641,-159.99755
2010-04-12,Pacific,Pacific Remote Islands Area,Palmyra Atoll,0.9,28.2709,34.92517096,NA,NA,NA,8.022831149,NA,234.782364125,1974.6,NA,5.88248,-162.07633
2014-04-20,Pacific,Guam and Marianas Islands,Pagan,13.7,28.2739,34.8268,NA,NA,NA,8.048541102,NA,234.53614272499996,1957.1,NA,18.1223,145.76895
2014-04-04,Pacific,Guam and Marianas Islands,Guam,12.8,28.274,34.6918,NA,NA,NA,8.022330396,NA,230.617118775,1939.7,NA,13.4506,144.76817
2008-09-19,Pacific,Hawaiian Archipelago,Maro Reef,11,28.2875,35.473,NA,NA,NA,7.939584283,NA,228.54475532499995,1963.1,NA,25.41732,-170.59034
2019-08-31,Pacific,Hawaiian Archipelago,Lisianski Island,1,28.29197507,35.46750279,NA,NA,NA,7.9566219,NA,236.16735949999998,2021.8,NA,26.06534,-173.96715
2016-05-18,Pacific,Pacific Remote Islands Area,Jarvis Island,7.6,28.29273333,35.28396667,NA,NA,NA,7.908022273,NA,237.84987239999998,2065.1,NA,-0.37641,-159.99755
2016-05-18,Pacific,Pacific Remote Islands Area,Jarvis Island,9.1,28.29273333,35.28396667,NA,NA,NA,7.910082326,NA,237.552354875,2061.3,NA,-0.37641,-159.99755
2008-09-19,Pacific,Hawaiian Archipelago,Maro Reef,10.7,28.2928,35.5125,NA,NA,NA,7.941458899,NA,228.61656989999997,1962.4,NA,25.41732,-170.59034
2018-07-17,Pacific,American Samoa,Tutuila,1,28.29507725,35.04547615,NA,NA,NA,8.022124375,NA,234.47458737500003,1971.2,NA,-14.29665,-170.72425
2014-04-07,Pacific,Guam and Marianas Islands,Rota,15.2,28.2959,34.4741,NA,NA,NA,8.063617615,NA,232.50481617500003,1932.5,NA,15.59086,152.94677
2008-09-19,Pacific,Hawaiian Archipelago,Maro Reef,5.18,28.2967,35.5117,NA,NA,NA,7.943761162,NA,229.30393797499997,1967.4,NA,25.41732,-170.59034
2013-09-13,Pacific,Hawaiian Archipelago,Lisianski Island,14.3,28.2968,35.6293,NA,NA,NA,7.922081908,NA,230.02516149250002,1984.741726,NA,26.06534,-173.96715
2013-09-07,Pacific,Hawaiian Archipelago,French Frigate Shoals,0.9,28.2993,35.4763,NA,NA,NA,8.017836281,NA,237.78831705,1999.660395,NA,23.75046,-166.14594
2019-07-17,Pacific,Hawaiian Archipelago,Hawai'i (Big Island),1,28.29987901,34.13368044,NA,NA,NA,7.962318392,NA,230.53504497499998,1977.6,NA,19.3974,-155.66616
2016-05-19,Pacific,Pacific Remote Islands Area,Jarvis Island,0.9,28.3032,35.0721,NA,NA,NA,7.993405861,NA,237.82935394999998,2017.8,NA,-0.37641,-159.99755
2019-07-17,Pacific,Hawaiian Archipelago,Hawai'i (Big Island),1,28.30516841,34.26261624,NA,NA,NA,7.999567585,NA,231.27370917500002,1962.1,NA,19.3974,-155.66616
2018-07-10,Pacific,American Samoa,Ofu and Olosega Islands,1,28.30661511,35.31563705,NA,NA,NA,8.066950488,NA,238.15764915,1973.1,NA,-14.17662,-169.63896
2008-09-19,Pacific,Hawaiian Archipelago,Maro Reef,14.2,28.3069,35.46,NA,NA,NA,7.965316509,NA,230.65815567500002,1967.4,NA,25.41732,-170.59034
2019-07-17,Pacific,Hawaiian Archipelago,Hawai'i (Big Island),1,28.3081193,34.24971335,NA,NA,NA,7.982894813,NA,231.08904312500002,1970.1,NA,19.3974,-155.66616
2016-05-19,Pacific,Pacific Remote Islands Area,Jarvis Island,9.1,28.3129,35.2673,NA,NA,NA,7.99540972,NA,237.86013162499998,2015.2,NA,-0.37641,-159.99755
2008-09-26,Pacific,Hawaiian Archipelago,Midway Atoll,1.3,28.3136,35.323,NA,NA,NA,8.124322623,NA,234.95677094999994,1907.3,NA,28.25259327,-177.3330241
2008-09-26,Pacific,Hawaiian Archipelago,Midway Atoll,1.3,28.3136,35.3574,NA,NA,NA,8.123401146,NA,234.618216525,1904.8,NA,28.25259327,-177.3330241
2008-09-26,Pacific,Hawaiian Archipelago,Midway Atoll,1.3,28.3136,35.3574,NA,NA,NA,8.124174962,NA,235.28506614999998,1910,NA,28.25259327,-177.3330241
2019-08-30,Pacific,Hawaiian Archipelago,Lisianski Island,1,28.3158517,35.44705519,NA,NA,NA,7.924296707,NA,232.97674052499997,2011.3,NA,26.06534,-173.96715
2019-07-12,Pacific,Hawaiian Archipelago,Hawai'i (Big Island),0.9,28.31744223,34.40686718,NA,NA,NA,8.018308533,NA,232.06366949999997,1956.9,NA,19.3974,-155.66616
2018-06-13,Pacific,Pacific Remote Islands Area,Baker Island,14.1474657,28.31772491,35.31651841,NA,NA,NA,7.968322727,NA,237.74728015000002,2029.7,NA,0.19575,-176.47938
2008-09-19,Pacific,Hawaiian Archipelago,Maro Reef,1,28.3187,35.5119,NA,NA,NA,7.949965735,NA,229.53990015,1965.9,NA,25.41732,-170.59034
2018-06-14,Pacific,Pacific Remote Islands Area,Baker Island,15.14491336,28.31890975,35.29077545,NA,NA,NA,7.92173136,NA,237.60365099999999,2055,NA,0.19575,-176.47938
2008-09-26,Pacific,Hawaiian Archipelago,Midway Atoll,1.3,28.323,35.3603,NA,NA,NA,8.124978319,NA,235.09014087500003,1907.6,NA,28.25259327,-177.3330241
2018-07-04,Pacific,American Samoa,Tutuila,1,28.32430857,35.17165021,NA,NA,NA,8.064612738,NA,237.10094897499997,1966.4,NA,-14.29665,-170.72425
2018-07-18,Pacific,American Samoa,Tutuila,2,28.32544615,35.08987692,NA,NA,NA,8.068763281,NA,237.16250432499996,1964.9,NA,-14.29665,-170.72425
2018-07-18,Pacific,American Samoa,Tutuila,2,28.32544615,35.08987692,NA,NA,NA,8.073849486,NA,237.2753558,1962.6,NA,-14.29665,-170.72425
2014-04-11,Pacific,Guam and Marianas Islands,Saipan,13.4,28.3258,34.4332,NA,NA,NA,8.04813487,NA,231.01722855,1929.2,NA,15.18333,145.75
2014-04-10,Pacific,Guam and Marianas Islands,Tinian,15.8,28.3261,34.2258,NA,NA,NA,8.054642469,NA,229.95026915,1917.5,NA,15.00491,145.63421
2014-04-10,Pacific,Guam and Marianas Islands,Saipan,0.9,28.332,34.0961,NA,NA,NA,8.01948138,NA,230.883858625,1948,NA,15.18333,145.75
2011-04-09,Pacific,Guam and Marianas Islands,Tinian,0.9,28.3331,34.763,NA,NA,NA,8.052557778,NA,231.909781125,1931.9,NA,15.00491,145.63421
2014-04-10,Pacific,Guam and Marianas Islands,Tinian,12.2,28.3345,34.4351,NA,NA,NA,8.043604238,NA,230.7094518,1929.2,NA,15.00491,145.63421
2019-07-17,Pacific,Hawaiian Archipelago,Hawai'i (Big Island),1,28.33476793,34.40094494,NA,NA,NA,8.015407471,NA,232.40222392500002,1961.5,NA,19.3974,-155.66616
2014-04-12,Pacific,Guam and Marianas Islands,Saipan,14.3,28.3374,34.5159,NA,NA,NA,8.07412768,NA,231.75589275,1918.7,NA,15.18333,145.75
2018-07-09,Pacific,American Samoa,Ofu and Olosega Islands,1,28.33898135,35.18480119,NA,NA,NA,8.042781541,NA,235.397917625,1965.1,NA,-14.17662,-169.63896
2011-04-30,Pacific,Guam and Marianas Islands,Saipan,11.3,28.3422,34.867,NA,NA,NA,8.072489336,NA,234.330958225,1939.3,NA,15.18333,145.75
2014-04-13,Pacific,Guam and Marianas Islands,Saipan,0.9,28.3461,34.4364,NA,NA,NA,8.043452002,NA,232.5971492,1946,NA,15.18333,145.75
2018-07-03,Pacific,American Samoa,Tutuila,1,28.35156071,34.74466071,NA,NA,NA,8.060051509,NA,232.78181525,1934.8,NA,-14.29665,-170.72425
2018-06-13,Pacific,Pacific Remote Islands Area,Baker Island,2,28.35166111,35.11707778,NA,NA,NA,7.987019206,NA,238.20894527499996,2024.2,NA,0.19575,-176.47938
2018-06-13,Pacific,Pacific Remote Islands Area,Baker Island,1,28.35166111,35.11707778,NA,NA,NA,7.994943357,NA,238.762943425,2024.4,NA,0.19575,-176.47938
2014-04-22,Pacific,Guam and Marianas Islands,Pagan,12.8,28.3518,34.8287,NA,NA,NA,8.043535856,NA,233.941107675,1954.3,NA,18.1223,145.76895
2019-07-13,Pacific,Hawaiian Archipelago,Hawai'i (Big Island),0.9,28.35302387,34.40146372,NA,NA,NA,8.019735543,NA,231.93029957499996,1954.6,NA,19.3974,-155.66616
2014-04-12,Pacific,Guam and Marianas Islands,Saipan,0.9,28.3549,34.5482,NA,NA,NA,8.055066112,NA,232.607408425,1937.9,NA,15.18333,145.75
2014-04-10,Pacific,Guam and Marianas Islands,Tinian,17.4,28.3562,34.2341,NA,NA,NA,8.064109318,NA,230.25804589999998,1913.9,NA,15.00491,145.63421
2018-06-14,Pacific,Pacific Remote Islands Area,Baker Island,15.33244404,28.35737942,35.3124083,NA,NA,NA,7.945423629,NA,237.67546557499995,2041.9,NA,0.19575,-176.47938
2018-07-03,Pacific,American Samoa,Tutuila,1,28.35954622,35.09561817,NA,NA,NA,8.062625234,NA,236.37254399999998,1961.6,NA,-14.29665,-170.72425
2018-07-09,Pacific,American Samoa,Ofu and Olosega Islands,1,28.36051981,35.34542825,NA,NA,NA,8.06579694,NA,237.2753558,1965.4,NA,-14.17662,-169.63896
2019-08-29,Pacific,Hawaiian Archipelago,French Frigate Shoals,1,28.36194102,35.08390183,NA,NA,NA,8.005315582,NA,236.259692525,1996.2,NA,23.75046,-166.14594
2019-08-28,Pacific,Hawaiian Archipelago,French Frigate Shoals,1,28.36427547,35.00934778,NA,NA,NA,8.026391095,NA,236.92654215,1989.8,NA,23.75046,-166.14594
2011-04-30,Pacific,Guam and Marianas Islands,Saipan,0.9,28.3676,34.861,NA,NA,NA,8.063672249,NA,234.60795729999998,1947.3,NA,15.18333,145.75
2016-05-17,Pacific,Pacific Remote Islands Area,Jarvis Island,9.1,28.36913333,35.26283333,NA,NA,NA,7.97034004,NA,237.12146742500002,2023,NA,-0.37641,-159.99755
