#,Date-Time (MST),Ch: 1 - Temperature   (°F),Ch: 1 - Temperature Max : Max (°F),Ch: 1 - Temperature Min : Min (°F),Ch: 1 - Temperature Avg : Avg (°F),Ch: 1 - Temperature Std Dev : Std Dev (°F),Ch: 2 - Millivolts   (mv),Ch: 2 - Millivolts Max : Max (mv),Ch: 2 - Millivolts Min : Min (mv),Ch: 2 - Millivolts Avg : Avg (mv),Ch: 2 - Millivolts Std Dev : Std Dev (mv),Ch: 3 - pH   (pH),Ch: 3 - pH Max : Max (pH),Ch: 3 - pH Min : Min (pH),Ch: 3 - pH Avg : Avg (pH),Ch: 3 - pH Std Dev : Std Dev (pH),Button Down,Host Connected,Button Up,Start pH Calibration,pH Calibration Values,pH Calibration Buffers,End pH Calibration,End of File
1321,05/04/2023 08:00:00,71.40,71.44,71.40,71.44,0.04,-77.44,-76.89,-77.44,-77.06,0.31,8.25,8.25,8.23,8.24,0.01,,,,,,,,
1322,05/04/2023 08:15:00,71.40,71.44,71.40,71.44,0.04,-77.52,-76.94,-77.52,-77.13,0.33,8.25,8.25,8.24,8.24,0.01,,,,,,,,
1323,05/04/2023 08:30:00,71.40,71.44,71.40,71.44,0.10,-77.61,-77.02,-77.61,-77.22,0.33,8.25,8.25,8.24,8.24,0.01,,,,,,,,
1324,05/04/2023 08:45:00,71.40,71.44,71.40,71.44,0.04,-77.83,-77.22,-77.83,-77.46,0.33,8.25,8.25,8.24,8.25,0.01,,,,,,,,
1325,05/04/2023 09:00:00,71.44,71.44,71.44,71.44,0.04,-78.11,-77.35,-78.11,-77.64,0.41,8.26,8.26,8.24,8.25,0.01,,,,,,,,
1326,05/04/2023 09:15:00,71.53,71.53,71.49,71.49,0.11,-78.42,-77.67,-78.42,-77.96,0.41,8.26,8.26,8.25,8.26,0.01,,,,,,,,
1327,05/04/2023 09:30:00,71.65,71.65,71.62,71.62,0.09,-78.92,-78.06,-78.92,-78.39,0.45,8.27,8.27,8.26,8.26,0.01,,,,,,,,
1328,05/04/2023 09:45:00,71.83,71.83,71.74,71.74,0.09,-79.64,-78.56,-79.64,-78.99,0.56,8.29,8.29,8.27,8.28,0.01,,,,,,,,
1329,05/04/2023 10:00:00,72.05,72.05,71.92,71.96,0.10,-80.35,-79.39,-80.35,-79.77,0.50,8.30,8.30,8.28,8.29,0.01,,,,,,,,
1330,05/04/2023 10:15:00,72.36,72.36,72.18,72.27,0.14,-81.42,-80.14,-81.42,-80.64,0.67,8.32,8.32,8.30,8.31,0.01,,,,,,,,
1331,05/04/2023 10:30:00,72.61,72.61,72.48,72.52,0.07,-81.80,-81.33,-81.80,-81.49,0.27,8.33,8.33,8.32,8.32,0.01,,,,,,,,
1332,05/04/2023 10:45:00,72.95,72.95,72.73,72.82,0.19,-83.10,-81.72,-83.10,-82.32,0.70,8.35,8.35,8.33,8.34,0.01,,,,,,,,
1333,05/04/2023 11:00:00,73.17,73.17,73.04,73.08,0.11,-83.49,-82.22,-83.49,-82.75,0.66,8.36,8.36,8.34,8.35,0.01,,,,,,,,
1334,05/04/2023 11:15:00,73.44,73.44,73.35,73.35,0.08,-83.96,-83.07,-83.96,-83.41,0.47,8.37,8.37,8.35,8.36,0.01,,,,,,,,
1335,05/04/2023 11:30:00,73.60,73.60,73.51,73.56,0.11,-84.16,-83.50,-84.16,-83.78,0.33,8.37,8.37,8.36,8.37,0.01,,,,,,,,
1336,05/04/2023 11:45:00,73.87,73.87,73.72,73.78,0.08,-84.82,-83.83,-84.82,-84.22,0.52,8.38,8.38,8.37,8.37,0.01,,,,,,,,
1337,05/04/2023 12:00:00,74.08,74.08,73.99,73.99,0.11,-85.25,-84.35,-85.25,-84.71,0.47,8.39,8.39,8.37,8.38,0.01,,,,,,,,
1338,05/04/2023 12:15:00,74.30,74.30,74.21,74.25,0.10,-85.96,-84.97,-85.96,-85.38,0.52,8.41,8.41,8.39,8.39,0.01,,,,,,,,
1339,05/04/2023 12:30:00,74.52,74.52,74.43,74.46,0.08,-86.35,-85.50,-86.35,-85.88,0.42,8.41,8.41,8.40,8.40,0.01,,,,,,,,
1340,05/04/2023 12:45:00,74.64,74.64,74.59,74.59,0.07,-86.77,-85.97,-86.77,-86.30,0.41,8.42,8.42,8.41,8.41,0.01,,,,,,,,
1341,05/04/2023 13:00:00,74.64,74.68,74.64,74.68,0.04,-86.89,-86.32,-86.89,-86.52,0.31,8.42,8.42,8.41,8.42,0.01,,,,,,,,
1342,05/04/2023 13:15:00,74.64,74.68,74.64,74.68,0.04,-87.08,-86.46,-87.08,-86.67,0.34,8.43,8.43,8.41,8.42,0.01,,,,,,,,
1343,05/04/2023 13:30:00,74.59,74.64,74.59,74.64,0.02,-86.96,-86.58,-86.96,-86.71,0.20,8.42,8.42,8.42,8.42,0.00,,,,,,,,
1344,05/04/2023 13:45:00,74.55,74.59,74.55,74.59,0.01,-86.91,-86.41,-86.91,-86.57,0.28,8.42,8.42,8.41,8.42,0.01,,,,,,,,
1345,05/04/2023 14:00:00,74.46,74.55,74.46,74.55,0.11,-86.83,-86.38,-86.83,-86.53,0.25,8.42,8.42,8.41,8.42,0.01,,,,,,,,
1346,05/04/2023 14:15:00,74.43,74.52,74.43,74.52,0.08,-86.86,-86.35,-86.86,-86.52,0.28,8.42,8.42,8.41,8.42,0.01,,,,,,,,
1347,05/04/2023 14:30:00,74.37,74.43,74.37,74.43,0.11,-86.80,-86.32,-86.80,-86.49,0.27,8.42,8.42,8.41,8.42,0.01,,,,,,,,
1348,05/04/2023 14:45:00,74.34,74.37,74.34,74.37,0.04,-86.71,-86.24,-86.71,-86.41,0.25,8.42,8.42,8.41,8.41,0.01,,,,,,,,
1349,05/04/2023 15:00:00,74.34,74.37,74.34,74.37,0.04,-86.55,-86.07,-86.55,-86.24,0.27,8.42,8.42,8.41,8.41,0.01,,,,,,,,
1350,05/04/2023 15:15:00,74.34,74.37,74.34,74.37,0.04,-86.47,-86.02,-86.47,-86.16,0.27,8.42,8.42,8.41,8.41,0.01,,,,,,,,
1351,05/04/2023 15:30:00,74.34,74.37,74.34,74.37,0.04,-86.39,-85.92,-86.39,-86.08,0.27,8.41,8.41,8.40,8.41,0.01,,,,,,,,
1352,05/04/2023 15:45:00,74.30,74.37,74.30,74.37,0.10,-86.24,-85.80,-86.24,-85.96,0.23,8.41,8.41,8.40,8.41,0.00,,,,,,,,
1353,05/04/2023 16:00:00,74.25,74.34,74.25,74.34,0.07,-86.11,-85.63,-86.11,-85.80,0.27,8.41,8.41,8.40,8.40,0.01,,,,,,,,
1354,05/04/2023 16:15:00,74.25,74.30,74.25,74.30,0.05,-85.96,-85.52,-85.96,-85.67,0.23,8.41,8.41,8.40,8.40,0.00,,,,,,,,
1355,05/04/2023 16:30:00,74.21,74.25,74.21,74.25,0.04,-85.83,-85.39,-85.83,-85.55,0.23,8.40,8.40,8.39,8.40,0.00,,,,,,,,
1356,05/04/2023 16:45:00,74.16,74.25,74.16,74.25,0.10,-85.71,-85.21,-85.71,-85.38,0.28,8.40,8.40,8.39,8.39,0.01,,,,,,,,
1357,05/04/2023 17:00:00,74.12,74.21,74.12,74.21,0.08,-85.57,-85.10,-85.57,-85.27,0.25,8.40,8.40,8.39,8.39,0.01,,,,,,,,
1358,05/04/2023 17:15:00,74.16,74.16,74.16,74.16,0.00,-85.49,-85.05,-85.49,-85.21,0.23,8.40,8.40,8.39,8.39,0.00,,,,,,,,
1359,05/04/2023 17:30:00,74.21,74.21,74.21,74.21,0.02,-85.35,-84.88,-85.35,-85.03,0.27,8.39,8.39,8.38,8.39,0.01,,,,,,,,
1360,05/04/2023 17:45:00,74.25,74.25,74.25,74.25,0.04,-85.24,-84.77,-85.24,-84.92,0.27,8.39,8.39,8.38,8.39,0.01,,,,,,,,
1361,05/04/2023 18:00:00,74.30,74.34,74.30,74.30,0.05,-85.14,-84.64,-85.14,-84.83,0.27,8.39,8.39,8.38,8.38,0.01,,,,,,,,
1362,05/04/2023 18:15:00,74.37,74.37,74.37,74.37,0.04,-84.89,-84.42,-84.89,-84.58,0.27,8.38,8.38,8.38,8.38,0.01,,,,,,,,
1363,05/04/2023 18:30:00,74.46,74.46,74.46,74.46,0.01,-84.72,-84.35,-84.72,-84.47,0.20,8.38,8.38,8.37,8.38,0.00,,,,,,,,
1364,05/04/2023 18:45:00,74.52,74.52,74.52,74.52,0.02,-84.52,-84.10,-84.52,-84.27,0.22,8.38,8.38,8.37,8.37,0.00,,,,,,,,
1365,05/04/2023 19:00:00,74.55,74.59,74.55,74.55,0.05,-84.35,-83.92,-84.35,-84.07,0.23,8.37,8.37,8.37,8.37,0.00,,,,,,,,
1366,05/04/2023 19:15:00,74.64,74.64,74.64,74.64,0.02,-84.14,-83.72,-84.14,-83.88,0.22,8.37,8.37,8.36,8.36,0.00,,,,,,,,
1367,05/04/2023 19:30:00,74.68,74.68,74.68,74.68,0.04,-83.96,-83.52,-83.96,-83.69,0.22,8.37,8.37,8.36,8.36,0.00,,,,,,,,
1368,05/04/2023 19:45:00,74.68,74.73,74.68,74.73,0.06,-83.78,-83.33,-83.78,-83.50,0.23,8.36,8.36,8.35,8.36,0.00,,,,,,,,
1369,05/04/2023 20:00:00,74.73,74.77,74.73,74.77,0.02,-83.55,-83.14,-83.55,-83.28,0.22,8.36,8.36,8.35,8.35,0.00,,,,,,,,
1370,05/04/2023 20:15:00,74.73,74.77,74.73,74.77,0.02,-83.36,-82.92,-83.36,-83.10,0.22,8.35,8.35,8.35,8.35,0.00,,,,,,,,
1371,05/04/2023 20:30:00,74.77,74.77,74.77,74.77,0.02,-83.11,-82.67,-83.11,-82.85,0.22,8.35,8.35,8.34,8.34,0.00,,,,,,,,
1372,05/04/2023 20:45:00,74.77,74.82,74.77,74.82,0.03,-82.88,-82.50,-82.88,-82.66,0.19,8.34,8.34,8.34,8.34,0.00,,,,,,,,
1373,05/04/2023 21:00:00,74.77,74.82,74.77,74.82,0.03,-82.83,-82.36,-82.83,-82.52,0.27,8.34,8.34,8.33,8.34,0.01,,,,,,,,
1374,05/04/2023 21:15:00,74.73,74.77,74.73,74.77,0.02,-82.66,-82.22,-82.66,-82.38,0.23,8.34,8.34,8.33,8.33,0.00,,,,,,,,
1375,05/04/2023 21:30:00,74.73,74.77,74.73,74.77,0.02,-82.47,-82.03,-82.47,-82.19,0.23,8.34,8.34,8.33,8.33,0.00,,,,,,,,
1376,05/04/2023 21:45:00,74.73,74.77,74.73,74.77,0.02,-82.28,-81.85,-82.28,-82.00,0.23,8.33,8.33,8.32,8.33,0.00,,,,,,,,
1377,05/04/2023 22:00:00,74.68,74.77,74.68,74.77,0.08,-82.11,-81.67,-82.11,-81.83,0.23,8.33,8.33,8.32,8.32,0.00,,,,,,,,
1378,05/04/2023 22:15:00,74.68,74.73,74.68,74.73,0.06,-81.94,-81.49,-81.94,-81.66,0.23,8.33,8.33,8.32,8.32,0.00,,,,,,,,
1379,05/04/2023 22:30:00,74.64,74.68,74.64,74.68,0.04,-81.72,-81.31,-81.72,-81.47,0.22,8.32,8.32,8.31,8.32,0.00,,,,,,,,
1380,05/04/2023 22:45:00,74.64,74.68,74.64,74.68,0.04,-81.56,-81.10,-81.56,-81.27,0.25,8.32,8.32,8.31,8.31,0.01,,,,,,,,
1381,05/04/2023 23:00:00,74.59,74.64,74.59,74.64,0.02,-81.39,-80.96,-81.39,-81.11,0.23,8.32,8.32,8.31,8.31,0.00,,,,,,,,
1382,05/04/2023 23:15:00,74.55,74.64,74.55,74.64,0.08,-81.25,-80.77,-81.25,-80.96,0.25,8.31,8.31,8.30,8.31,0.01,,,,,,,,
1383,05/04/2023 23:30:00,74.52,74.59,74.52,74.59,0.07,-81.10,-80.66,-81.10,-80.81,0.23,8.31,8.31,8.30,8.30,0.00,,,,,,,,
1384,05/04/2023 23:45:00,74.52,74.55,74.52,74.55,0.05,-80.88,-80.42,-80.88,-80.60,0.23,8.31,8.31,8.30,8.30,0.00,,,,,,,,
1385,05/05/2023 00:00:00,74.43,74.52,74.43,74.52,0.08,-80.69,-80.25,-80.69,-80.42,0.22,8.30,8.30,8.29,8.30,0.00,,,,,,,,
1386,05/05/2023 00:15:00,74.37,74.46,74.37,74.46,0.08,-80.53,-80.10,-80.53,-80.25,0.23,8.30,8.30,8.29,8.29,0.00,,,,,,,,
1387,05/05/2023 00:30:00,74.34,74.43,74.34,74.43,0.11,-80.36,-79.92,-80.36,-80.08,0.23,8.30,8.30,8.29,8.29,0.00,,,,,,,,
1388,05/05/2023 00:45:00,74.30,74.37,74.30,74.37,0.10,-80.16,-79.74,-80.16,-79.89,0.22,8.29,8.29,8.28,8.29,0.00,,,,,,,,
1389,05/05/2023 01:00:00,74.25,74.30,74.25,74.30,0.05,-80.00,-79.55,-80.00,-79.72,0.23,8.29,8.29,8.28,8.28,0.00,,,,,,,,
1390,05/05/2023 01:15:00,74.21,74.25,74.21,74.25,0.04,-79.80,-79.36,-79.80,-79.52,0.23,8.29,8.29,8.28,8.28,0.00,,,,,,,,
1391,05/05/2023 01:30:00,74.16,74.21,74.16,74.21,0.02,-79.67,-79.21,-79.67,-79.39,0.23,8.28,8.28,8.27,8.28,0.00,,,,,,,,
1392,05/05/2023 01:45:00,74.12,74.16,74.12,74.16,0.00,-79.56,-79.10,-79.56,-79.25,0.27,8.28,8.28,8.27,8.27,0.01,,,,,,,,
1393,05/05/2023 02:00:00,74.03,74.12,74.03,74.12,0.11,-79.42,-78.96,-79.42,-79.13,0.25,8.28,8.28,8.27,8.27,0.01,,,,,,,,
1394,05/05/2023 02:15:00,73.99,74.08,73.99,74.08,0.08,-79.25,-78.81,-79.25,-78.97,0.23,8.28,8.28,8.27,8.27,0.00,,,,,,,,
1395,05/05/2023 02:30:00,73.94,74.03,73.94,74.03,0.07,-79.10,-78.66,-79.10,-78.81,0.23,8.27,8.27,8.26,8.27,0.00,,,,,,,,
1396,05/05/2023 02:45:00,73.90,73.99,73.90,73.99,0.11,-78.96,-78.49,-78.96,-78.66,0.25,8.27,8.27,8.26,8.26,0.01,,,,,,,,
1397,05/05/2023 03:00:00,73.81,73.90,73.81,73.90,0.08,-78.78,-78.31,-78.78,-78.50,0.23,8.27,8.27,8.26,8.26,0.01,,,,,,,,
1398,05/05/2023 03:15:00,73.72,73.81,73.72,73.81,0.11,-78.60,-78.16,-78.60,-78.33,0.22,8.26,8.26,8.25,8.26,0.00,,,,,,,,
1399,05/05/2023 03:30:00,73.69,73.78,73.69,73.78,0.08,-78.46,-78.00,-78.46,-78.17,0.23,8.26,8.26,8.25,8.25,0.00,,,,,,,,
1400,05/05/2023 03:45:00,73.60,73.69,73.60,73.69,0.10,-78.31,-77.88,-78.31,-78.03,0.23,8.26,8.26,8.25,8.25,0.00,,,,,,,,
1401,05/05/2023 04:00:00,73.56,73.65,73.56,73.65,0.08,-78.16,-77.72,-78.16,-77.88,0.23,8.25,8.25,8.25,8.25,0.00,,,,,,,,
1402,05/05/2023 04:15:00,73.47,73.56,73.47,73.56,0.11,-78.02,-77.56,-78.02,-77.74,0.23,8.25,8.25,8.24,8.25,0.01,,,,,,,,
1403,05/05/2023 04:30:00,73.44,73.51,73.44,73.51,0.10,-77.88,-77.44,-77.88,-77.60,0.23,8.25,8.25,8.24,8.24,0.00,,,,,,,,
1404,05/05/2023 04:45:00,73.35,73.44,73.35,73.44,0.11,-77.75,-77.30,-77.75,-77.47,0.23,8.25,8.25,8.24,8.24,0.01,,,,,,,,
1405,05/05/2023 05:00:00,73.29,73.38,73.29,73.38,0.11,-77.63,-77.16,-77.63,-77.33,0.25,8.24,8.24,8.24,8.24,0.01,,,,,,,,
1406,05/05/2023 05:15:00,73.22,73.29,73.22,73.29,0.08,-77.49,-77.02,-77.49,-77.19,0.25,8.24,8.24,8.23,8.24,0.01,,,,,,,,
1407,05/05/2023 05:30:00,73.08,73.22,73.08,73.17,0.08,-77.38,-76.91,-77.38,-77.08,0.25,8.24,8.24,8.23,8.23,0.01,,,,,,,,
1408,05/05/2023 05:45:00,72.95,73.08,72.95,73.04,0.09,-77.22,-76.75,-77.22,-76.92,0.25,8.24,8.24,8.23,8.23,0.01,,,,,,,,
1409,05/05/2023 06:00:00,72.82,72.95,72.82,72.91,0.10,-77.10,-76.60,-77.10,-76.78,0.27,8.24,8.24,8.23,8.23,0.01,,,,,,,,
1410,05/05/2023 06:15:00,72.70,72.82,72.70,72.79,0.10,-77.00,-76.49,-77.00,-76.67,0.28,8.23,8.23,8.22,8.23,0.01,,,,,,,,
1411,05/05/2023 06:30:00,72.61,72.70,72.61,72.70,0.07,-76.89,-76.42,-76.89,-76.58,0.27,8.23,8.23,8.22,8.23,0.01,,,,,,,,
1412,05/05/2023 06:45:00,72.57,72.61,72.57,72.61,0.04,-76.83,-76.33,-76.83,-76.50,0.28,8.23,8.23,8.22,8.22,0.01,,,,,,,,
1413,05/05/2023 07:00:00,72.48,72.57,72.48,72.57,0.08,-76.78,-76.28,-76.78,-76.46,0.28,8.23,8.23,8.22,8.22,0.01,,,,,,,,
1414,05/05/2023 07:15:00,72.39,72.48,72.39,72.48,0.11,-76.78,-76.25,-76.78,-76.42,0.30,8.23,8.23,8.22,8.22,0.01,,,,,,,,
1415,05/05/2023 07:30:00,72.30,72.39,72.30,72.39,0.08,-76.77,-76.25,-76.77,-76.42,0.30,8.23,8.23,8.22,8.22,0.01,,,,,,,,
1416,05/05/2023 07:45:00,72.27,72.36,72.27,72.36,0.11,-76.78,-76.22,-76.78,-76.41,0.31,8.23,8.23,8.22,8.22,0.01,,,,,,,,
1417,05/05/2023 08:00:00,72.18,72.27,72.18,72.27,0.08,-76.78,-76.27,-76.78,-76.44,0.30,8.23,8.23,8.22,8.22,0.01,,,,,,,,
1418,05/05/2023 08:15:00,72.14,72.23,72.14,72.23,0.06,-76.83,-76.28,-76.83,-76.46,0.31,8.23,8.23,8.22,8.22,0.01,,,,,,,,
1419,05/05/2023 08:30:00,72.09,72.18,72.09,72.18,0.06,-76.91,-76.33,-76.91,-76.53,0.31,8.23,8.23,8.22,8.23,0.01,,,,,,,,
1420,05/05/2023 08:45:00,72.05,72.14,72.05,72.14,0.10,-77.08,-76.50,-77.08,-76.71,0.31,8.24,8.24,8.23,8.23,0.01,,,,,,,,
1421,05/05/2023 09:00:00,72.05,72.09,72.05,72.09,0.03,-77.35,-76.63,-77.35,-76.91,0.38,8.24,8.24,8.23,8.23,0.01,,,,,,,,
1422,05/05/2023 09:15:00,72.14,72.14,72.14,72.14,0.04,-77.72,-76.94,-77.72,-77.25,0.41,8.25,8.25,8.23,8.24,0.01,,,,,,,,
1423,05/05/2023 09:30:00,72.27,72.27,72.23,72.23,0.06,-78.13,-77.31,-78.13,-77.63,0.44,8.26,8.26,8.24,8.25,0.01,,,,,,,,
1424,05/05/2023 09:45:00,72.39,72.39,72.36,72.36,0.11,-78.86,-77.80,-78.86,-78.21,0.56,8.27,8.27,8.25,8.26,0.01,,,,,,,,
1425,05/05/2023 10:00:00,72.57,72.57,72.48,72.52,0.07,-79.53,-78.52,-79.53,-78.94,0.52,8.28,8.28,8.26,8.27,0.01,,,,,,,,
1426,05/05/2023 10:15:00,72.82,72.82,72.70,72.73,0.10,-80.58,-79.25,-80.58,-79.83,0.67,8.30,8.30,8.28,8.29,0.01,,,,,,,,
1427,05/05/2023 10:30:00,73.13,73.13,72.95,73.04,0.15,-80.97,-80.46,-80.97,-80.63,0.30,8.31,8.31,8.30,8.30,0.01,,,,,,,,
1428,05/05/2023 10:45:00,73.44,73.44,73.26,73.35,0.14,-81.96,-81.22,-81.96,-81.49,0.41,8.33,8.33,8.32,8.32,0.01,,,,,,,,
1429,05/05/2023 11:00:00,73.69,73.69,73.56,73.60,0.07,-82.74,-81.52,-82.74,-82.03,0.63,8.34,8.34,8.32,8.33,0.01,,,,,,,,
1430,05/05/2023 11:15:00,73.94,73.94,73.81,73.87,0.11,-83.33,-82.39,-83.33,-82.74,0.50,8.36,8.36,8.34,8.34,0.01,,,,,,,,
1431,05/05/2023 11:30:00,74.16,74.16,74.03,74.08,0.08,-83.41,-82.67,-83.41,-83.00,0.36,8.36,8.36,8.34,8.35,0.01,,,,,,,,
1432,05/05/2023 11:45:00,74.46,74.46,74.30,74.37,0.17,-83.85,-83.19,-83.85,-83.41,0.38,8.36,8.36,8.35,8.36,0.01,,,,,,,,
1433,05/05/2023 12:00:00,74.73,74.73,74.59,74.64,0.08,-84.46,-83.49,-84.46,-83.91,0.48,8.38,8.38,8.36,8.36,0.01,,,,,,,,
1434,05/05/2023 12:15:00,74.98,74.98,74.86,74.89,0.09,-85.22,-84.14,-85.22,-84.53,0.59,8.39,8.39,8.37,8.38,0.01,,,,,,,,
1435,05/05/2023 12:30:00,75.29,75.29,75.16,75.20,0.09,-85.58,-84.61,-85.58,-85.05,0.48,8.40,8.40,8.38,8.39,0.01,,,,,,,,
1436,05/05/2023 12:45:00,75.42,75.42,75.38,75.38,0.11,-85.80,-85.05,-85.80,-85.33,0.41,8.40,8.40,8.39,8.39,0.01,,,,,,,,
1437,05/05/2023 13:00:00,75.51,75.51,75.51,75.51,0.04,-85.94,-85.38,-85.94,-85.57,0.31,8.40,8.40,8.39,8.40,0.01,,,,,,,,
1438,05/05/2023 13:15:00,75.51,75.54,75.51,75.54,0.01,-86.13,-85.46,-86.13,-85.71,0.36,8.41,8.41,8.39,8.40,0.01,,,,,,,,
1439,05/05/2023 13:30:00,75.54,75.54,75.54,75.54,0.01,-86.13,-85.58,-86.13,-85.77,0.30,8.41,8.41,8.40,8.40,0.01,,,,,,,,
1440,05/05/2023 13:45:00,75.51,75.54,75.51,75.54,0.01,-86.25,-85.69,-86.25,-85.88,0.31,8.41,8.41,8.40,8.40,0.01,,,,,,,,
1441,05/05/2023 14:00:00,75.51,75.54,75.51,75.54,0.01,-86.25,-85.74,-86.25,-85.91,0.30,8.41,8.41,8.40,8.40,0.01,,,,,,,,
1442,05/05/2023 14:15:00,75.47,75.54,75.47,75.54,0.07,-86.25,-85.75,-86.25,-85.91,0.28,8.41,8.41,8.40,8.40,0.01,,,,,,,,
1443,05/05/2023 14:30:00,75.47,75.51,75.47,75.51,0.04,-86.21,-85.74,-86.21,-85.89,0.27,8.41,8.41,8.40,8.40,0.01,,,,,,,,
1444,05/05/2023 14:45:00,75.42,75.47,75.42,75.47,0.02,-86.24,-85.74,-86.24,-85.91,0.28,8.41,8.41,8.40,8.40,0.01,,,,,,,,
1445,05/05/2023 15:00:00,75.38,75.47,75.38,75.47,0.08,-86.19,-85.74,-86.19,-85.88,0.27,8.41,8.41,8.40,8.40,0.01,,,,,,,,
1446,05/05/2023 15:15:00,75.38,75.42,75.38,75.42,0.00,-86.13,-85.66,-86.13,-85.83,0.25,8.41,8.41,8.40,8.40,0.01,,,,,,,,Logged
