"sep=,",,,,,,,,,,,,,,,,,,,,
KorEXO MEASUREMENT DATA FILE EXPORT,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"FILE CREATED:,9/24/2020 11:08:11 PM",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
",,,MEAN VALUE:,6.30,49785.2,49710.4,93.1,107.2,6.39,262.6,32.53,49717.4,0.32,32316,1.191,NA,-81.9,25.071,3.11,11.7",,,,,,,,,,,,,,,,,,,,
",,,STANDARD DEVIATION:,9.28,121.2,45.5,3.7,4.2,0.25,8.9,0.03,44.5,0.72,29,0.005,0.02,1.1,0.117,0.00,0.0",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,SENSOR SERIAL NUMBER:,20C000785,20B121032,20B121032,20C000323,20C000323,20C000323,20C202371,20B121032,20B121032,20C000785,20B121032,20B120857,20C202371,20C202371,20B121032,20C202414,20C202414
Date (MM/DD/YYYY),Time (HH:mm:ss),Time (Fract. Sec),Site Name,Chlorophyll RFU,Cond µS/cm,nLF Cond µS/cm,ODO % sat,ODO % local,ODO mg/L,ORP mV,Sal psu,SpCond µS/cm,TAL PC RFU,TDS mg/L,Wiper Position volt,pH,pH mV,Temp °C,Battery V,Cable Pwr V
8/23/20,2:00:00,0,Biosphere 2,-0.04,49763.3,49648.9,89.9,103.4,6.16,251.8,32.49,49659.6,0,32279,1.2,8.26,-81.8,25.109,3.11,11.7
8/23/20,2:15:00,0,Biosphere 2,-0.05,49763.7,49649.2,89.8,103.3,6.16,251.4,32.49,49659.9,0,32279,1.197,8.26,-81.7,25.109,3.11,11.7
8/23/20,2:30:00,0,Biosphere 2,-0.05,49764.2,49649.6,89.6,103.1,6.15,251.2,32.49,49660.3,0.01,32279,1.195,8.26,-81.7,25.109,3.11,11.7
8/23/20,2:45:00,0,Biosphere 2,-0.05,49760.5,49646.7,89.6,103.1,6.14,250.1,32.48,49657.3,0,32277,1.195,8.26,-81.6,25.109,3.11,11.7
8/23/20,3:00:00,0,Biosphere 2,-0.04,49760,49646.7,89.5,103,6.14,250.8,32.48,49657.3,0,32277,1.196,8.26,-81.5,25.108,3.11,11.7
8/23/20,3:15:00,0,Biosphere 2,-0.04,49764,49649.9,89.4,102.8,6.13,251.1,32.49,49660.6,0,32279,1.199,8.25,-81.5,25.109,3.11,11.7
8/23/20,3:30:00,0,Biosphere 2,-0.04,49762.5,49648.6,89.2,102.7,6.12,251.3,32.48,49659.2,0.01,32279,1.191,8.25,-81.4,25.109,3.11,11.7
8/23/20,3:45:00,0,Biosphere 2,-0.04,49760.5,49647.3,89.2,102.6,6.11,251.8,32.48,49657.9,-0.01,32278,1.192,8.25,-81.4,25.108,3.11,11.7
8/23/20,4:00:00,0,Biosphere 2,-0.05,49759.8,49647.3,89.1,102.6,6.11,251.9,32.48,49657.8,-0.02,32278,1.186,8.25,-81.3,25.107,3.11,11.7
8/23/20,4:15:00,0,Biosphere 2,-0.04,49759.3,49647.4,88.8,102.2,6.09,251.9,32.48,49657.8,0.01,32278,1.199,8.25,-81.2,25.107,3.11,11.7
8/23/20,4:30:00,0,Biosphere 2,-0.04,49759.6,49647.6,89,102.4,6.1,251.6,32.48,49658.1,0,32278,1.191,8.25,-81.2,25.107,3.11,11.7
8/23/20,4:45:00,0,Biosphere 2,-0.04,49758.7,49647.6,88.9,102.3,6.1,251.4,32.48,49658,0,32278,1.186,8.25,-81.2,25.106,3.11,11.7
8/23/20,5:00:00,0,Biosphere 2,-0.04,49761.2,49650.6,88.6,102,6.08,251.1,32.49,49660.9,0,32280,1.192,8.25,-81.1,25.106,3.11,11.7
8/23/20,5:15:00,0,Biosphere 2,-0.05,49757.2,49647.7,88.6,102,6.08,249.5,32.48,49657.9,-0.01,32278,1.19,8.25,-81,25.105,3.11,11.7
8/23/20,5:30:00,0,Biosphere 2,-0.03,49757,49647.8,88.6,102,6.08,249.6,32.48,49658,0,32278,1.192,8.25,-81,25.104,3.11,11.7
8/23/20,5:45:00,0,Biosphere 2,-0.04,49756.5,49648.6,88.6,102,6.08,250.2,32.48,49658.7,0,32278,1.189,8.24,-80.9,25.103,3.11,11.7
8/23/20,6:00:00,0,Biosphere 2,-0.05,49755.5,49649.1,88.6,101.9,6.08,250.1,32.49,49659.1,0,32278,1.192,8.24,-80.9,25.102,3.11,11.7
8/23/20,6:15:00,0,Biosphere 2,-0.05,49757.1,49651.7,88.2,101.5,6.05,251,32.49,49661.6,0,32280,1.19,8.24,-80.7,25.101,3.11,11.7
8/23/20,6:30:00,0,Biosphere 2,-0.03,49755.9,49651,88.3,101.7,6.06,251,32.49,49660.8,0,32280,1.191,8.24,-80.7,25.1,3.11,11.7
8/23/20,6:45:00,0,Biosphere 2,-0.03,49756.4,49651,88.5,101.8,6.07,250.7,32.49,49660.9,0,32280,1.189,8.24,-80.7,25.101,3.11,11.7
8/23/20,7:00:00,0,Biosphere 2,-0.03,49755.2,49649.3,88.5,101.8,6.07,250.5,32.49,49659.2,0.01,32278,1.187,8.24,-80.6,25.101,3.11,11.7
8/23/20,7:15:00,0,Biosphere 2,-0.02,49756.9,49649.2,88.5,101.9,6.07,250.7,32.49,49659.3,0.02,32279,1.184,8.24,-80.6,25.103,3.11,11.7
8/23/20,7:30:00,0,Biosphere 2,-0.01,49760.7,49648.7,88.7,102.1,6.08,251.2,32.48,49659.2,0.01,32278,1.19,8.24,-80.6,25.107,3.11,11.7
8/23/20,7:45:00,0,Biosphere 2,0,49762.5,49647.2,88.9,102.3,6.09,251.7,32.48,49658,0,32278,1.196,8.24,-80.6,25.11,3.11,11.7
8/23/20,8:00:00,0,Biosphere 2,-0.02,49773.4,49651.2,89.2,102.6,6.11,252.2,32.49,49662.7,0,32281,1.193,8.24,-80.6,25.117,3.11,11.7
8/23/20,8:15:00,0,Biosphere 2,-0.01,49776.8,49648.9,89.4,102.9,6.13,252.9,32.49,49660.9,0,32280,1.191,8.24,-80.6,25.122,3.11,11.7
8/23/20,8:30:00,0,Biosphere 2,-0.01,49781.9,49648.7,89.8,103.3,6.15,253.8,32.49,49661.2,0.01,32280,1.181,8.24,-80.6,25.127,3.11,11.7
8/23/20,8:45:00,0,Biosphere 2,-0.02,49787.5,49646.7,90.3,103.9,6.19,245.2,32.48,49659.9,0,32279,1.192,8.24,-80.7,25.135,3.11,11.7
8/23/20,9:00:00,0,Biosphere 2,-0.01,49786.1,49647.5,90.7,104.3,6.21,249.3,32.49,49660.5,0.01,32279,1.192,8.24,-80.7,25.132,3.11,11.7
8/23/20,9:15:00,0,Biosphere 2,-0.02,49788.9,49649.3,91,104.7,6.24,251.8,32.49,49662.4,0,32281,1.194,8.24,-80.8,25.133,3.11,11.7
8/23/20,9:30:00,0,Biosphere 2,-0.01,49795,49652.8,91.8,105.6,6.29,252.8,32.49,49666.2,0.01,32283,1.183,8.24,-80.9,25.136,3.11,11.7
8/23/20,9:45:00,0,Biosphere 2,-0.02,49785.8,49650.3,92.2,106.1,6.32,253.8,32.49,49663,0,32281,1.189,8.25,-81,25.129,3.11,11.7
8/23/20,10:00:00,0,Biosphere 2,-0.02,49788.4,49650.4,92.8,106.8,6.36,254.3,32.49,49663.3,0,32281,1.187,8.25,-81.1,25.132,3.11,11.7
8/23/20,10:15:00,0,Biosphere 2,-0.03,49802.6,49648.5,93.9,108,6.43,254.6,32.49,49662.9,-0.01,32281,1.189,8.25,-81.3,25.147,3.11,11.7
8/23/20,10:30:00,0,Biosphere 2,-0.01,49792.6,49652.8,94.2,108.4,6.46,255,32.49,49665.9,0.01,32283,1.183,8.25,-81.4,25.134,3.11,11.7
8/23/20,10:45:00,0,Biosphere 2,-0.03,49791.5,49646.7,94.8,109,6.49,255.6,32.49,49660.2,0.01,32279,1.194,8.25,-81.5,25.138,3.11,11.7
8/23/20,11:00:00,0,Biosphere 2,-0.02,49789.4,49648.4,95.1,109.4,6.52,256.1,32.49,49661.6,0,32280,1.193,8.26,-81.6,25.135,3.11,11.7
8/23/20,11:15:00,0,Biosphere 2,-0.02,49782.7,49643.8,95.7,110.1,6.56,256.2,32.48,49656.8,0,32277,1.195,8.26,-81.7,25.133,3.11,11.7
8/23/20,11:30:00,0,Biosphere 2,-0.02,49783.5,49650.1,96.1,110.6,6.59,256.2,32.49,49662.6,0,32281,1.199,8.26,-81.8,25.128,3.11,11.7
8/23/20,11:45:00,0,Biosphere 2,-0.02,49788.3,49646,97,111.6,6.65,256.6,32.48,49659.3,-0.01,32279,1.188,8.26,-82,25.136,3.11,11.7
8/23/20,12:00:00,0,Biosphere 2,-0.02,49807.7,49647.2,98,112.8,6.72,256.8,32.49,49662.3,0,32280,1.182,8.27,-82.2,25.153,3.11,11.7
8/23/20,12:15:00,0,Biosphere 2,-0.02,49781.6,49653.3,97.6,112.3,6.69,256.7,32.49,49665.4,0,32282,1.191,8.27,-82.3,25.123,3.11,11.7
8/23/20,12:30:00,0,Biosphere 2,-0.03,49792.1,49654.8,98.5,113.4,6.75,257.3,32.49,49667.6,0,32284,1.19,8.27,-82.4,25.131,3.11,11.7
8/23/20,12:45:00,0,Biosphere 2,-0.03,49771.7,49645.4,98.6,113.4,6.76,257.2,32.48,49657.2,0,32277,1.192,8.27,-82.5,25.121,3.11,11.7
8/23/20,13:00:00,0,Biosphere 2,-0.03,49775.9,49654.1,98.8,113.7,6.78,257.6,32.49,49665.5,0,32283,1.193,8.27,-82.6,25.116,3.11,11.7
8/23/20,13:15:00,0,Biosphere 2,-0.03,49773.7,49650.1,99,114,6.79,257.8,32.49,49661.6,0.01,32280,1.19,8.28,-82.7,25.118,3.11,11.7
8/23/20,13:30:00,0,Biosphere 2,-0.03,49786.7,49653,99.6,114.6,6.83,257.3,32.49,49665.5,0.01,32283,1.192,8.28,-82.8,25.128,3.11,11.7
8/23/20,13:45:00,0,Biosphere 2,-0.01,49770.1,49651.5,99.6,114.7,6.83,257.4,32.49,49662.6,0,32281,1.182,8.28,-83,25.113,3.11,11.7
8/23/20,14:00:00,0,Biosphere 2,-0.03,49763.6,49652,99.5,114.6,6.83,258.2,32.49,49662.5,0.01,32281,1.183,8.28,-83,25.107,3.11,11.7
8/23/20,14:15:00,0,Biosphere 2,-0.02,49770.1,49654.4,99.9,114.9,6.85,258.4,32.49,49665.2,-0.01,32282,1.19,8.28,-83.1,25.111,3.11,11.7
8/23/20,14:30:00,0,Biosphere 2,-0.02,49761,49650.9,99.9,114.9,6.85,258.6,32.49,49661.2,0,32280,1.189,8.28,-83.2,25.105,3.11,11.7
8/23/20,14:45:00,0,Biosphere 2,-0.01,49766.9,49651.3,100,115.1,6.86,258.6,32.49,49662.1,0.01,32280,1.197,8.29,-83.3,25.11,3.11,11.7
8/23/20,15:00:00,0,Biosphere 2,-0.02,49761.3,49651.8,100,115.1,6.86,259,32.49,49662,0.01,32280,1.191,8.29,-83.3,25.105,3.11,11.7
8/23/20,15:15:00,0,Biosphere 2,-0.02,49766.1,49652.3,99.9,115,6.85,259.5,32.49,49663,-0.01,32281,1.187,8.29,-83.4,25.109,3.11,11.7
8/23/20,15:30:00,0,Biosphere 2,0,49766,49653.9,100.2,115.4,6.87,259.1,32.49,49664.4,0,32282,1.193,8.29,-83.5,25.107,3.11,11.7
8/23/20,15:45:00,0,Biosphere 2,-0.02,49760.9,49653.7,99.7,114.8,6.84,259.1,32.49,49663.7,0.01,32281,1.192,8.29,-83.5,25.102,3.11,11.7
8/23/20,16:00:00,0,Biosphere 2,-0.01,49762.7,49655.8,99.6,114.6,6.83,258.6,32.49,49665.8,0.01,32283,1.189,8.29,-83.5,25.102,3.11,11.7
8/23/20,16:15:00,0,Biosphere 2,-0.01,49758.3,49652.6,99.5,114.5,6.82,258.6,32.49,49662.5,0,32281,1.187,8.29,-83.5,25.101,3.11,11.7
8/23/20,16:30:00,0,Biosphere 2,-0.02,49760.7,49656.3,99.1,114.1,6.8,258.7,32.49,49666.1,0,32283,1.186,8.29,-83.6,25.1,3.11,11.7
8/23/20,16:45:00,0,Biosphere 2,0,49757.9,49652.7,98.8,113.7,6.78,258.7,32.49,49662.5,0,32281,1.191,8.29,-83.6,25.101,3.11,11.7
8/23/20,17:00:00,0,Biosphere 2,-0.01,49756.6,49654.1,98.5,113.4,6.76,259.3,32.49,49663.7,0,32281,1.187,8.29,-83.6,25.098,3.11,11.7
8/23/20,17:15:00,0,Biosphere 2,-0.01,49758,49652.6,98.3,113.1,6.74,259.6,32.49,49662.5,0.01,32281,1.181,8.29,-83.6,25.101,3.11,11.7
8/23/20,17:30:00,0,Biosphere 2,-0.02,49765.3,49657.7,98,112.7,6.72,259.6,32.49,49667.8,0.01,32284,1.2,8.29,-83.6,25.103,3.11,11.7
8/23/20,17:45:00,0,Biosphere 2,-0.01,49761.5,49654.2,97.7,112.4,6.7,259.5,32.49,49664.3,0.01,32282,1.192,8.29,-83.6,25.102,3.11,11.7
8/23/20,18:00:00,0,Biosphere 2,-0.01,49768.2,49656.4,97.5,112.2,6.68,259.8,32.49,49666.8,0,32283,1.188,8.29,-83.5,25.107,3.11,11.7
8/23/20,18:15:00,0,Biosphere 2,-0.02,49764,49653.6,97.1,111.7,6.66,259.7,32.49,49663.9,0,32282,1.188,8.29,-83.5,25.106,3.11,11.7
8/23/20,18:30:00,0,Biosphere 2,-0.02,49766.8,49656.1,96.8,111.4,6.64,259.4,32.49,49666.5,0,32283,1.19,8.29,-83.5,25.106,3.11,11.7
8/23/20,18:45:00,0,Biosphere 2,-0.03,49766,49654.2,96.5,111,6.62,259.1,32.49,49664.7,0,32282,1.19,8.29,-83.5,25.107,3.11,11.7
8/23/20,19:00:00,0,Biosphere 2,-0.02,49768.9,49657.2,96.1,110.6,6.59,259.1,32.49,49667.7,0,32284,1.189,8.29,-83.5,25.107,3.11,11.7
8/23/20,19:15:00,0,Biosphere 2,-0.03,49766,49654.4,95.8,110.2,6.57,258.6,32.49,49664.8,0,32282,1.183,8.29,-83.4,25.107,3.11,11.7
8/23/20,19:30:00,0,Biosphere 2,-0.03,49765.8,49654.1,95.4,109.8,6.55,258.3,32.49,49664.5,0.01,32282,1.191,8.29,-83.4,25.107,3.11,11.7
8/23/20,19:45:00,0,Biosphere 2,-0.02,49766.8,49654.1,95.1,109.5,6.52,258.4,32.49,49664.6,0.01,32282,1.201,8.29,-83.3,25.108,3.11,11.7
8/23/20,20:00:00,0,Biosphere 2,-0.03,49767.9,49654.7,94.7,109,6.5,258.5,32.49,49665.3,-0.01,32282,1.191,8.29,-83.3,25.108,3.11,11.7
8/23/20,20:15:00,0,Biosphere 2,-0.03,49770.3,49657.2,94.5,108.8,6.48,258.7,32.49,49667.8,-0.01,32284,1.184,8.28,-83.2,25.108,3.11,11.7
8/23/20,20:30:00,0,Biosphere 2,-0.03,49768.8,49658,94.2,108.4,6.46,258.4,32.49,49668.4,0,32284,1.183,8.28,-83.2,25.106,3.11,11.7
8/23/20,20:45:00,0,Biosphere 2,-0.03,49770.2,49658.1,93.9,108.1,6.44,257.8,32.49,49668.6,0.01,32285,1.2,8.28,-83.2,25.107,3.11,11.7
8/23/20,21:00:00,0,Biosphere 2,-0.04,49764.9,49655,93.6,107.7,6.42,257.9,32.49,49665.3,0,32282,1.193,8.28,-83.1,25.105,3.11,11.7
8/23/20,21:15:00,0,Biosphere 2,-0.03,49766,49654.7,93.2,107.3,6.39,258.6,32.49,49665.1,0,32282,1.193,8.28,-83,25.106,3.11,11.7
8/23/20,21:30:00,0,Biosphere 2,-0.03,49765.3,49655.2,93.1,107.2,6.39,258.7,32.49,49665.5,-0.01,32283,1.2,8.28,-83,25.105,3.11,11.7
8/23/20,21:45:00,0,Biosphere 2,-0.03,49767.8,49657,92.9,106.9,6.37,259,32.49,49667.4,-0.01,32284,1.197,8.28,-83,25.106,3.11,11.7
8/23/20,22:00:00,0,Biosphere 2,-0.03,49765.8,49654.9,92.5,106.5,6.35,259,32.49,49665.3,0,32282,1.19,8.28,-82.9,25.106,3.11,11.7
8/23/20,22:15:00,0,Biosphere 2,-0.03,49765.2,49655.2,92.4,106.3,6.34,258,32.49,49665.5,0,32283,1.19,8.28,-82.8,25.105,3.11,11.7
8/23/20,22:30:00,0,Biosphere 2,-0.02,49769.1,49658.3,92.2,106.1,6.32,257.6,32.49,49668.6,0,32285,1.186,8.28,-82.8,25.106,3.11,11.7
8/23/20,22:45:00,0,Biosphere 2,-0.03,49767.2,49656.8,91.9,105.8,6.31,257.8,32.49,49667.2,0,32284,1.192,8.28,-82.7,25.105,3.11,11.7
8/23/20,23:00:00,0,Biosphere 2,-0.03,49768.3,49657.4,91.8,105.6,6.29,257.5,32.49,49667.8,0.02,32284,1.2,8.28,-82.7,25.106,3.11,11.7
8/23/20,23:15:00,0,Biosphere 2,-0.04,49769,49658.6,91.6,105.5,6.28,257.4,32.49,49668.9,0.01,32285,1.182,8.27,-82.6,25.106,3.11,11.7
8/23/20,23:30:00,0,Biosphere 2,-0.02,49766,49655.3,91.4,105.2,6.27,257.5,32.49,49665.7,0.01,32283,1.192,8.27,-82.6,25.106,3.11,11.7
8/23/20,23:45:00,0,Biosphere 2,-0.03,49768.4,49658.3,91.2,104.9,6.25,257.3,32.49,49668.6,0.02,32285,1.191,8.27,-82.5,25.105,3.11,11.7
8/24/20,0:00:00,0,Biosphere 2,-0.03,49768.9,49658,91.1,104.8,6.24,257.3,32.49,49668.4,0,32284,1.192,8.27,-82.5,25.106,3.11,11.7
8/24/20,0:15:00,0,Biosphere 2,-0.03,49767.1,49656.1,90.9,104.6,6.24,257.6,32.49,49666.5,0,32283,1.191,8.27,-82.4,25.106,3.11,11.7
8/24/20,0:30:00,0,Biosphere 2,-0.03,49767.4,49655.9,90.7,104.3,6.22,254.9,32.49,49666.4,-0.01,32283,1.188,8.27,-82.3,25.107,3.11,11.7
8/24/20,0:45:00,0,Biosphere 2,-0.03,49770.1,49658,90.5,104.2,6.21,254.8,32.49,49668.5,0,32285,1.191,8.27,-82.3,25.107,3.11,11.7
8/24/20,1:00:00,0,Biosphere 2,-0.03,49767.4,49656.3,90.5,104.1,6.2,254.6,32.49,49666.7,0,32283,1.19,8.27,-82.2,25.106,3.11,11.7
8/24/20,1:15:00,0,Biosphere 2,-0.04,49767.5,49656,90.3,103.9,6.19,254.7,32.49,49666.4,0.01,32283,1.19,8.27,-82.2,25.107,3.11,11.7
8/24/20,1:30:00,0,Biosphere 2,-0.03,49767.9,49656.3,90.2,103.8,6.19,254.5,32.49,49666.7,0,32283,1.188,8.27,-82.1,25.107,3.11,11.7
8/24/20,1:45:00,0,Biosphere 2,-0.03,49767.7,49656.4,90,103.6,6.17,253.6,32.49,49666.8,0,32283,1.185,8.26,-82.1,25.106,3.11,11.7
8/24/20,2:00:00,0,Biosphere 2,-0.02,49770.9,49659,90,103.6,6.17,254.4,32.49,49669.5,0.01,32285,1.185,8.26,-82,25.107,3.11,11.7
8/24/20,2:15:00,0,Biosphere 2,-0.03,49768.3,49656.3,89.9,103.4,6.16,254.9,32.49,49666.8,0.01,32283,1.185,8.26,-82,25.107,3.11,11.7
8/24/20,2:30:00,0,Biosphere 2,-0.02,49771.9,49659.2,89.8,103.3,6.16,254.9,32.49,49669.8,0,32285,1.201,8.26,-81.9,25.108,3.11,11.7
8/24/20,2:45:00,0,Biosphere 2,-0.03,49769.5,49656.8,89.6,103.2,6.15,254.5,32.49,49667.4,0.02,32284,1.19,8.26,-81.8,25.108,3.11,11.7
8/24/20,3:00:00,0,Biosphere 2,-0.02,49773,49659.8,89.6,103.1,6.14,253.9,32.49,49670.4,-0.01,32286,1.191,8.26,-81.8,25.108,3.11,11.7
8/24/20,3:15:00,0,Biosphere 2,-0.02,49769.3,49656.7,89.5,102.9,6.13,253.2,32.49,49667.2,0.03,32284,1.199,8.26,-81.7,25.108,3.11,11.7
8/24/20,3:30:00,0,Biosphere 2,-0.02,49772,49659.1,89.4,102.9,6.13,252.8,32.49,49669.7,0.01,32285,1.193,8.26,-81.7,25.108,3.11,11.7
8/24/20,3:45:00,0,Biosphere 2,-0.02,49773.8,49660.7,89.3,102.7,6.12,253.3,32.49,49671.3,0.01,32286,1.193,8.26,-81.6,25.108,3.11,11.7
8/24/20,4:00:00,0,Biosphere 2,-0.02,49772,49659.5,89.2,102.6,6.12,253.8,32.49,49670,0.01,32285,1.193,8.26,-81.6,25.108,3.11,11.7
8/24/20,4:15:00,0,Biosphere 2,-0.03,49769,49657.4,89.1,102.6,6.11,253.4,32.49,49667.8,0,32284,1.191,8.25,-81.5,25.107,3.11,11.7
8/24/20,4:30:00,0,Biosphere 2,-0.02,49769,49657.7,89.1,102.5,6.11,253.5,32.49,49668.1,0,32284,1.19,8.25,-81.4,25.106,3.11,11.7
8/24/20,4:45:00,0,Biosphere 2,-0.02,49769,49657.8,88.7,102.1,6.09,252.8,32.49,49668.2,0.02,32284,1.189,8.25,-81.3,25.106,3.11,11.7
8/24/20,5:00:00,0,Biosphere 2,-0.02,49772.1,49660.8,88.8,102.2,6.09,252.7,32.49,49671.2,0.01,32286,1.181,8.25,-81.3,25.106,3.11,11.6
8/24/20,5:15:00,0,Biosphere 2,-0.02,49772.7,49661.4,88.5,101.9,6.07,253.1,32.49,49671.8,0.01,32287,1.191,8.25,-81.3,25.106,3.11,11.6
8/24/20,5:30:00,0,Biosphere 2,-0.02,49768.6,49658.1,88.7,102,6.08,253.7,32.49,49668.5,0.01,32285,1.191,8.25,-81.2,25.106,3.11,11.6
8/24/20,5:45:00,0,Biosphere 2,-0.01,49768.8,49658.5,88.7,102.1,6.08,253.9,32.49,49668.8,0.01,32285,1.192,8.25,-81.2,25.105,3.11,11.6
8/24/20,6:00:00,0,Biosphere 2,-0.01,49768,49658.3,88.6,102,6.08,254.4,32.49,49668.6,0.01,32285,1.198,8.25,-81.1,25.105,3.11,11.6
8/24/20,6:15:00,0,Biosphere 2,-0.01,49771.6,49661.5,88.6,102,6.08,254.5,32.49,49671.8,0,32287,1.182,8.25,-81.1,25.105,3.11,11.6
8/24/20,6:30:00,0,Biosphere 2,-0.01,49768.7,49658.8,88.6,101.9,6.07,254.4,32.49,49669.1,0.01,32285,1.192,8.25,-81,25.105,3.11,11.6
8/24/20,6:45:00,0,Biosphere 2,0.01,49769.3,49659.3,88.5,101.9,6.07,255,32.49,49669.5,0.01,32285,1.19,8.25,-81,25.105,3.11,11.6
8/24/20,7:00:00,0,Biosphere 2,0.01,49767.9,49659,88.5,101.9,6.07,255.4,32.49,49669.1,0.02,32285,1.192,8.25,-80.9,25.104,3.11,11.6
8/24/20,7:15:00,0,Biosphere 2,0.03,49769.3,49659.5,88.6,101.9,6.07,255.6,32.49,49669.8,0.02,32285,1.198,8.24,-80.9,25.105,3.11,11.6
8/24/20,7:30:00,0,Biosphere 2,0.03,49770.1,49658.7,88.6,102,6.08,254.7,32.49,49669.1,0.01,32285,1.181,8.24,-80.9,25.106,3.11,11.6
8/24/20,7:45:00,0,Biosphere 2,0.03,49776,49660.7,88.7,102,6.08,254.3,32.49,49671.5,0.01,32286,1.192,8.24,-80.8,25.11,3.11,11.6
8/24/20,8:00:00,0,Biosphere 2,0.03,49779.1,49661.2,89,102.4,6.1,252.8,32.49,49672.2,0.01,32287,1.189,8.24,-80.8,25.113,3.11,11.6
8/24/20,8:15:00,0,Biosphere 2,0.03,49778.8,49660.2,89.2,102.6,6.11,252.7,32.49,49671.3,0.01,32286,1.192,8.24,-80.8,25.113,3.11,11.6
8/24/20,8:30:00,0,Biosphere 2,0.03,49780.9,49659.3,89.4,102.9,6.13,251.5,32.49,49670.7,0.01,32286,1.2,8.24,-80.8,25.116,3.11,11.7
8/24/20,8:45:00,0,Biosphere 2,0.03,49787.6,49659.3,89.8,103.3,6.15,253.1,32.49,49671.3,0.02,32286,1.192,8.24,-80.9,25.123,3.11,11.7
8/24/20,9:00:00,0,Biosphere 2,0.03,49792.9,49659.7,90.1,103.7,6.17,254.5,32.49,49672.2,0.02,32287,1.2,8.24,-80.9,25.127,3.11,11.7
8/24/20,9:15:00,0,Biosphere 2,0.04,49800.4,49659.1,90.6,104.3,6.21,254.5,32.49,49672.3,0,32287,1.196,8.25,-81,25.135,3.11,11.7
8/24/20,9:30:00,0,Biosphere 2,0.03,49803,49663.2,91.1,104.8,6.24,254.6,32.5,49676.3,0.02,32290,1.189,8.25,-81,25.134,3.11,11.7
8/24/20,9:45:00,0,Biosphere 2,0.04,49796.7,49660.7,91.2,105,6.25,255,32.49,49673.5,0.02,32288,1.191,8.25,-81.1,25.13,3.11,11.7
8/24/20,10:00:00,0,Biosphere 2,0.04,49797.8,49661.7,91.5,105.4,6.28,255.5,32.5,49674.5,0.02,32288,1.189,8.25,-81.1,25.13,3.11,11.7
8/24/20,10:15:00,0,Biosphere 2,0.04,49799.5,49664.2,91.9,105.8,6.3,256.1,32.5,49676.8,0.03,32290,1.184,8.25,-81.1,25.129,3.11,11.7
8/24/20,10:30:00,0,Biosphere 2,0.03,49803.4,49661.4,92.4,106.4,6.34,256,32.5,49674.7,0.03,32289,1.192,8.25,-81.3,25.136,3.11,11.7
8/24/20,10:45:00,0,Biosphere 2,0.02,49800.3,49661.2,92.9,106.9,6.37,256.5,32.5,49674.2,0.01,32288,1.197,8.25,-81.3,25.133,3.11,11.7
8/24/20,11:00:00,0,Biosphere 2,0.04,49793.4,49662.2,93.2,107.3,6.39,256.8,32.5,49674.5,0.01,32288,1.195,8.25,-81.4,25.125,3.11,11.7
8/24/20,11:15:00,0,Biosphere 2,0.04,49794,49664.6,93.6,107.7,6.41,257,32.5,49676.7,0,32290,1.195,8.25,-81.5,25.124,3.11,11.7
8/24/20,11:30:00,0,Biosphere 2,0.05,49783,49662.7,93.8,107.9,6.43,256.7,32.5,49674,0.01,32288,1.195,8.26,-81.6,25.115,3.11,11.7
8/24/20,11:45:00,0,Biosphere 2,0.03,49785.7,49665.1,93.9,108.1,6.44,256,32.5,49676.4,0.01,32290,1.19,8.26,-81.6,25.115,3.11,11.7
8/24/20,12:00:00,0,Biosphere 2,0.04,49783.1,49664.6,94.2,108.4,6.46,256,32.5,49675.7,0.02,32289,1.188,8.26,-81.7,25.113,3.11,11.7
8/24/20,12:15:00,0,Biosphere 2,0.04,49782.7,49662.9,94.2,108.5,6.46,256.4,32.5,49674.1,0.03,32288,1.188,8.26,-81.7,25.114,3.11,11.7
8/24/20,12:30:00,0,Biosphere 2,0.06,49782.9,49662.6,94.4,108.7,6.47,256.7,32.5,49673.9,0.02,32288,1.185,8.26,-81.7,25.115,3.11,11.7
8/24/20,12:45:00,0,Biosphere 2,0.05,49784,49663,94.5,108.7,6.48,256.8,32.5,49674.3,0.02,32288,1.191,8.26,-81.7,25.116,3.11,11.7
8/24/20,13:00:00,0,Biosphere 2,0.04,49785,49666.1,94.4,108.7,6.47,256.8,32.5,49677.2,0.02,32290,1.195,8.26,-81.8,25.114,3.11,11.7
8/24/20,13:15:00,0,Biosphere 2,0.04,49789.3,49667,94.6,108.8,6.48,256.1,32.5,49678.5,0.02,32291,1.184,8.26,-81.8,25.117,3.11,11.7
8/24/20,13:30:00,0,Biosphere 2,0.05,49792.5,49666.1,94.6,108.9,6.49,255.3,32.5,49677.9,0.02,32291,1.192,8.26,-81.9,25.121,3.11,11.7
8/24/20,13:45:00,0,Biosphere 2,0.04,49800.3,49665.3,94.9,109.2,6.51,254.6,32.5,49678,0.03,32291,1.19,8.26,-81.9,25.129,3.11,11.7
8/24/20,14:00:00,0,Biosphere 2,0.05,49802.6,49665.6,95.1,109.4,6.52,253,32.5,49678.4,0.02,32291,1.192,8.26,-82,25.131,3.11,11.7
